Year,Name,Position,Age,Club Name,League Name,Matches Played,Goals,Assists,Points
2018,Marco Reus,Attacking Midfield,29,Bor. Dortmund,Bundesliga,27,17,11,28
2018,Pierre-Emerick Aubameyang,Centre-Forward,29,Arsenal,Premier League,36,22,5,27
2018,Luis Suárez,Centre-Forward,31,Barcelona,LaLiga,33,19,8,27
2018,Wissam Ben Yedder,Centre-Forward,27,Sevilla FC,LaLiga,35,18,9,27
2018,Iago Aspas,Centre-Forward,30,Celta de Vigo,LaLiga,27,20,6,26
2018,Dries Mertens,Second Striker,31,SSC Napoli,Serie A,35,16,10,26
2018,Kevin Volland,Centre-Forward,25,B. Leverkusen,Bundesliga,34,14,12,26
2018,Pablo Sarabia,Right Winger,26,Sevilla FC,LaLiga,33,13,13,26
2018,Timo Werner,Centre-Forward,22,RB Leipzig,Bundesliga,30,16,9,25
2018,Sadio Mané,Left Winger,26,Liverpool,Premier League,36,22,2,24
2018,Edinson Cavani,Centre-Forward,31,Paris SG,Ligue 1,21,18,6,24
2018,Wout Weghorst,Centre-Forward,25,VfL Wolfsburg,Bundesliga,34,17,7,24
2018,Florian Thauvin,Right Winger,25,Marseille,Ligue 1,33,16,8,24
2018,João Félix,Second Striker,18,Benfica,Liga Portugal,26,15,9,24
2018,Sébastien Haller,Centre-Forward,24,E. Frankfurt,Bundesliga,29,15,9,24
2018,Callum Wilson,Centre-Forward,26,Bournemouth,Premier League,30,14,10,24
2018,Ángel Di María,Right Winger,30,Paris SG,Ligue 1,30,12,12,24
2018,Krzysztof Piatek,Centre-Forward,23,AC Milan,Serie A,37,22,1,23
2018,Luka Jović,Centre-Forward,20,E. Frankfurt,Bundesliga,32,17,6,23
2018,Neymar,Left Winger,26,Paris SG,Ligue 1,17,15,8,23
2018,Antoine Griezmann,Centre-Forward,27,Atlético Madrid,LaLiga,37,15,8,23
2018,Alexandre Lacazette,Centre-Forward,27,Arsenal,Premier League,35,13,10,23
2018,Jamie Vardy,Centre-Forward,31,Leicester,Championship,34,18,4,22
2018,Dyego Sousa,Centre-Forward,28,SC Braga,Liga Portugal,33,15,7,22
2018,Paul Pogba,Central Midfield,25,Man Utd,Premier League,35,13,9,22
2018,Leroy Sané,Right Winger,22,Man City,Premier League,31,10,12,22
2018,Harry Kane,Centre-Forward,24,Tottenham,Premier League,28,17,4,21
2018,Kai Havertz,Attacking Midfield,19,B. Leverkusen,Bundesliga,34,17,4,21
2018,Andrej Kramaric,Centre-Forward,27,TSG Hoffenheim,Bundesliga,30,17,4,21
2018,Ishak Belfodil,Centre-Forward,26,TSG Hoffenheim,Bundesliga,28,16,5,21
2018,Ciro Immobile,Centre-Forward,28,Lazio,Serie A,36,15,6,21
2018,Andy Delort,Centre-Forward,26,Montpellier,Ligue 1,36,14,7,21
2018,Raúl Jiménez,Centre-Forward,27,Wolves,Premier League,38,13,8,21
2018,Max Kruse,Second Striker,30,Werder Bremen,Bundesliga,32,11,10,21
2019,Lionel Messi,Right Winger,32,Barcelona,LaLiga,33,25,22,47
2019,Ciro Immobile,Centre-Forward,29,Lazio,Serie A,37,36,8,44
2019,Robert Lewandowski,Centre-Forward,30,Bayern Munich,Bundesliga,31,34,4,38
2019,Cristiano Ronaldo,Centre-Forward,34,Juventus,Serie A,33,31,6,37
2019,Timo Werner,Centre-Forward,23,RB Leipzig,Bundesliga,34,28,8,36
2019,Jadon Sancho,Left Winger,19,Bor. Dortmund,Bundesliga,32,17,17,34
2019,Kevin De Bruyne,Attacking Midfield,28,Man City,Premier League,35,13,20,33
2019,Pizzi,Attacking Midfield,29,Benfica,Liga Portugal,34,18,14,32
2019,Bruno Fernandes,Attacking Midfield,24,Man Utd,Premier League,31,16,14,30
2019,Karim Benzema,Centre-Forward,31,Real Madrid,LaLiga,37,21,8,29
2019,Mohamed Salah,Right Winger,27,Liverpool,Premier League,34,19,10,29
2019,Thomas Müller,Second Striker,29,Bayern Munich,Bundesliga,33,8,21,29
2019,Jamie Vardy,Centre-Forward,32,Leicester,Championship,35,23,5,28
2019,Francesco Caputo,Centre-Forward,31,Sassuolo,Serie A,36,21,7,28
2019,Sadio Mané,Left Winger,27,Liverpool,Premier League,35,18,9,27
2019,Edin Dzeko,Centre-Forward,33,AS Roma,Serie A,35,16,11,27
2019,Carlos Vinícius,Centre-Forward,24,Benfica,Liga Portugal,32,18,8,26
2019,Marcus Rashford,Left Winger,21,Man Utd,Premier League,31,17,9,26
2019,Romelu Lukaku,Centre-Forward,26,Inter,Serie A,36,23,2,25
2019,Pierre-Emerick Aubameyang,Centre-Forward,30,Arsenal,Premier League,36,22,3,25
2019,Kylian Mbappé,Centre-Forward,20,Paris SG,Ligue 1,20,18,7,25
2019,Wissam Ben Yedder,Centre-Forward,28,Monaco,Ligue 1,26,18,7,25
2019,Duván Zapata,Centre-Forward,28,Atalanta BC,Serie A,28,18,7,25
2019,Danny Ings,Centre-Forward,26,Southampton,Championship,38,22,2,24
2019,Raheem Sterling,Left Winger,24,Man City,Premier League,33,20,4,24
2019,Gerard Moreno,Centre-Forward,27,Villarreal,LaLiga,35,18,6,24
2019,Anthony Martial,Centre-Forward,23,Man Utd,Premier League,32,17,7,24
2019,Luis Suárez,Centre-Forward,32,Barcelona,LaLiga,28,16,8,24
2019,Domenico Berardi,Right Winger,24,Sassuolo,Serie A,31,14,10,24
2019,Mehdi Taremi,Centre-Forward,26,Rio Ave,Liga Portugal,30,18,5,23
2019,Raúl Jiménez,Centre-Forward,28,Wolves,Premier League,38,17,6,23
2019,Paulinho,Centre-Forward,26,SC Braga,Liga Portugal,26,16,7,23
2019,Josip Ilicic,Attacking Midfield,31,Atalanta BC,Serie A,26,15,8,23
2019,Serge Gnabry,Right Winger,23,Bayern Munich,Bundesliga,31,12,11,23
2019,Riyad Mahrez,Right Winger,28,Man City,Premier League,33,11,12,23
2019,Papu Gómez,Left Winger,31,Atalanta BC,Serie A,36,7,16,23
2019,João Pedro,Centre-Forward,27,Cagliari Calcio,Serie A,36,18,4,22
2019,Gabriel Jesus,Centre-Forward,22,Man City,Premier League,34,14,8,22
2019,Heung-min Son,Left Winger,26,Tottenham,Premier League,30,11,11,22
2019,Paulo Dybala,Second Striker,25,Juventus,Serie A,33,11,11,22
2019,Ángel Di María,Right Winger,31,Paris SG,Ligue 1,26,8,14,22
2019,Luis Alberto,Central Midfield,26,Lazio,Serie A,36,6,16,22
2019,Florian Niederlechner,Centre-Forward,28,FC Augsburg,Bundesliga,33,13,8,21
2019,Santi Cazorla,Central Midfield,34,Villarreal,LaLiga,35,11,10,21
2019,Mikel Oyarzabal,Left Winger,22,Real Sociedad,LaLiga,37,10,11,21
2019,Harry Kane,Centre-Forward,25,Tottenham,Premier League,29,18,2,20
2019,Sergio Agüero,Centre-Forward,31,Man City,Premier League,24,16,4,20
2019,Alassane Plea,Centre-Forward,26,Bor. M'gladbach,Bundesliga,27,10,10,20
2019,Thorgan Hazard,Left Winger,26,Bor. Dortmund,Bundesliga,33,7,13,20
2019,Christopher Nkunku,Second Striker,21,RB Leipzig,Bundesliga,32,5,15,20
2020,Robert Lewandowski,Centre-Forward,31,Bayern Munich,Bundesliga,29,41,7,48
2020,Lionel Messi,Right Winger,33,Barcelona,LaLiga,35,30,11,41
2020,Harry Kane,Centre-Forward,26,Tottenham,Premier League,35,23,14,37
2020,André Silva,Centre-Forward,24,E. Frankfurt,Bundesliga,32,28,8,36
2020,Erling Haaland,Centre-Forward,19,Bor. Dortmund,Bundesliga,28,27,8,35
2020,Kylian Mbappé,Centre-Forward,21,Paris SG,Ligue 1,31,27,7,34
2020,Romelu Lukaku,Centre-Forward,27,Inter,Serie A,36,24,10,34
2020,Karim Benzema,Centre-Forward,32,Real Madrid,LaLiga,34,23,9,32
2020,Memphis Depay,Centre-Forward,26,Olympique Lyon,Ligue 1,37,20,12,32
2020,Thomas Müller,Second Striker,30,Bayern Munich,Bundesliga,32,11,21,32
2020,Cristiano Ronaldo,Centre-Forward,35,Juventus,Serie A,33,29,2,31
2020,Luis Muriel,Centre-Forward,29,Atalanta BC,Serie A,36,22,9,31
2020,Mehdi Taremi,Centre-Forward,27,FC Porto,Liga Portugal,34,16,15,31
2020,Gerard Moreno,Centre-Forward,28,Villarreal,LaLiga,33,23,7,30
2020,Haris Seferovic,Centre-Forward,28,Benfica,Liga Portugal,31,22,7,29
2020,Wout Weghorst,Centre-Forward,27,VfL Wolfsburg,Bundesliga,34,20,9,29
2020,Bruno Fernandes,Attacking Midfield,25,Man Utd,Premier League,37,18,11,29
2020,Wissam Ben Yedder,Centre-Forward,29,Monaco,Ligue 1,37,20,8,28
2020,Pedro Gonçalves,Right Winger,22,Sporting CP,Liga Portugal,32,23,4,27
2020,Mohamed Salah,Right Winger,28,Liverpool,Premier League,37,22,5,27
2020,Ciro Immobile,Centre-Forward,30,Lazio,Serie A,35,20,7,27
2020,Lautaro Martínez,Centre-Forward,22,Inter,Serie A,38,17,10,27
2020,Heung-min Son,Left Winger,27,Tottenham,Premier League,37,17,10,27
2020,Iago Aspas,Centre-Forward,32,Celta de Vigo,LaLiga,33,14,13,27
2020,Andrej Kramaric,Centre-Forward,29,TSG Hoffenheim,Bundesliga,28,20,6,26
2020,Lorenzo Insigne,Left Winger,29,SSC Napoli,Serie A,35,19,7,26
2020,Domenico Berardi,Right Winger,25,Sassuolo,Serie A,30,17,8,25
2020,Patrick Bamford,Centre-Forward,26,Leeds,Championship,38,17,8,25
2020,Duván Zapata,Centre-Forward,29,Atalanta BC,Serie A,37,15,10,25
2020,Andy Delort,Centre-Forward,28,Montpellier,Ligue 1,30,15,10,25
2020,Luis Suárez,Centre-Forward,33,Atlético Madrid,LaLiga,32,21,3,24
2020,Gaëtan Laborde,Centre-Forward,26,Montpellier,Ligue 1,38,16,8,24
2020,Kevin Volland,Centre-Forward,27,Monaco,Ligue 1,35,16,8,24
2020,Jamie Vardy,Centre-Forward,33,Leicester,Championship,34,15,9,24
2020,Lars Stindl,Attacking Midfield,31,Bor. M'gladbach,Bundesliga,30,14,10,24
2020,Henrikh Mkhitaryan,Central Midfield,31,AS Roma,Serie A,34,13,11,24
2020,Dušan Vlahović,Centre-Forward,20,Fiorentina,Serie A,37,21,2,23
2020,Simy,Centre-Forward,28,Crotone,Serie C - C,38,20,3,23
2020,Marcos Llorente,Central Midfield,25,Atlético Madrid,LaLiga,37,12,11,23
2020,Sasa Kalajdzic,Centre-Forward,22,VfB Stuttgart,Bundesliga,33,16,6,22
2020,Marcus Rashford,Left Winger,22,Man Utd,Premier League,37,11,11,22
2020,Burak Yilmaz,Centre-Forward,34,LOSC Lille,Ligue 1,28,16,5,21
2020,Karl Toko Ekambi,Centre-Forward,27,Olympique Lyon,Ligue 1,35,14,7,21
2020,Antoine Griezmann,Centre-Forward,29,Barcelona,LaLiga,36,13,8,21
2020,Álvaro Morata,Centre-Forward,27,Juventus,Serie A,32,11,10,21
2020,Filip Kostić,Left Midfield,27,E. Frankfurt,Bundesliga,30,4,17,21
2020,Ludovic Ajorque,Centre-Forward,26,R. Strasbourg,Ligue 1,35,16,4,20
2020,Andrea Belotti,Centre-Forward,26,Torino,Serie A,35,13,7,20
2020,Jadon Sancho,Left Winger,20,Bor. Dortmund,Bundesliga,26,8,12,20
2020,Ruslan Malinovskyi,Attacking Midfield,27,Atalanta BC,Serie A,36,8,12,20
2021,Kylian Mbappé,Centre-Forward,22,Paris SG,Ligue 1,35,28,19,47
2021,Robert Lewandowski,Centre-Forward,32,Bayern Munich,Bundesliga,34,35,4,39
2021,Karim Benzema,Centre-Forward,33,Real Madrid,LaLiga,32,27,12,39
2021,Mohamed Salah,Right Winger,29,Liverpool,Premier League,35,23,14,37
2021,Christopher Nkunku,Second Striker,23,RB Leipzig,Bundesliga,34,20,15,35
2021,Mehdi Taremi,Centre-Forward,28,FC Porto,Liga Portugal,32,20,13,33
2021,Heung-min Son,Left Winger,28,Tottenham,Premier League,35,23,9,32
2021,Domenico Berardi,Right Winger,26,Sassuolo,Serie A,33,15,17,32
